name,type,status,original_language,genres,origin_country,number_of_seasons,number_of_episodes,episode_run_time,vote_count,vote_average,popularity,first_air_date
De Mol,Reality,Returning Series,nl,"Reality, Family",BE,12,100,75,10,7.2,4.398,1998-12-06
Flavorful Origins,Documentary,Returning Series,zh,Documentary,CN,4,50,12,10,7.6,4.376,2019-02-11
Back to You,Scripted,Ended,en,Comedy,US,1,17,30,10,6.0,17.717,2007-09-19
Archie's Weird Mysteries,Scripted,Ended,en,"Animation, Comedy, Family, Mystery, Sci-Fi & Fantasy",US,1,40,30,10,6.4,37.392,1999-10-02
Family Matter,Scripted,Ended,ar,Comedy,EG,2,22,45,10,7.4,4.366,2021-11-25
Year Hare Affair,Scripted,Returning Series,zh,"Animation, Drama",CN,5,59,10,10,9.2,4.937,2015-03-05
The Parisian Agency: Exclusive Properties,Reality,Returning Series,fr,Reality,FR,4,19,41,10,6.95,7.674,2020-09-24
WWE Tough Enough,Reality,Ended,en,Reality,US,6,70,42,10,7.4,21.329,2001-06-21
Hatim,Scripted,Ended,hi,"Action & Adventure, Sci-Fi & Fantasy",IN,1,48,45,10,7.5,6.786,2003-12-26
The Principal,Miniseries,Ended,en,"Crime, Drama",AU,1,4,55,10,6.5,4.108,2015-10-07
The Trixie & Katya Show,Talk Show,Ended,en,"Talk, Comedy",US,1,14,23,10,5.3,2.493,2017-11-15
1985,Scripted,Ended,nl,"Drama, Crime",BE,1,8,55,10,6.5,13.212,2023-01-22
High Kick,Scripted,Ended,ko,"Drama, Comedy",KR,1,167,30,10,8.5,17.897,2006-11-06
The First Team,Scripted,Canceled,en,Comedy,GB,1,6,30,10,7.6,2.589,2020-05-28
The 12 from Oldenheim,Scripted,Ended,nl,Mystery,NL,2,12,45,10,7.8,2.606,2017-05-24
Soil,Scripted,Ended,nl,"Drama, Comedy",BE,1,8,50,10,5.2,2.919,2021-10-26
Witch Yoo Hee,Scripted,Ended,ko,"Comedy, Romance",KR,1,16,65,10,6.2,4.012,2007-03-21
The X's,Scripted,Ended,en,"Animation, Comedy",US,1,20,30,10,5.9,17.02,2005-11-25
Hongmao and Lantu: Martial Arts Series,Scripted,Ended,zh,"Animation, Kids, Action & Adventure, Sci-Fi & Fantasy",CN,5,377,15,10,9.1,6.662,2006-09-05
Family Law,Scripted,Ended,en,Drama,US,3,68,60,10,8.7,11.427,1999-09-20
Anonymous Noise,Scripted,Ended,ja,"Animation, Drama",JP,1,12,24,10,6.3,7.646,2017-04-11
The Other Black Girl,Scripted,Returning Series,en,"Drama, Comedy",US,1,10,32,10,8.2,39.642,2023-09-13
I Survived a Zombie Apocalypse,Reality,Ended,en,Reality,GB,1,8,60,10,5.2,3.744,2015-02-15
War of the Century,Miniseries,Ended,en,Documentary,GB,1,4,60,10,7.6,1.532,1999-10-05
The House of Promises,Scripted,Returning Series,de,Drama,DE,2,12,45,10,7.3,18.281,2022-09-18
Gundam Build Divers,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",JP,2,51,25,10,7.6,11.293,2018-04-03
The Great Myths,Documentary,Ended,fr,"Animation, Kids, Family, Documentary",FR,3,40,26,10,8.7,6.532,2016-10-01
Marvel's Hero Project,Documentary,Ended,en,"Documentary, Reality, Family, Action & Adventure, Kids, Sci-Fi & Fantasy",US,1,20,30,10,6.3,9.926,2019-11-12
How I Caught My Killer,Miniseries,Returning Series,en,"Documentary, Crime",US,1,9,46,10,7.0,3.811,2023-01-12
Blade Man,Scripted,Ended,ko,"Drama, Sci-Fi & Fantasy",KR,1,18,1080,10,5.6,4.674,2014-09-10
Drug Squad: Costa del Sol,Scripted,Ended,es,"Action & Adventure, Drama, Crime",ES,1,13,70,10,6.7,4.519,2019-05-06
Mr. Robinson,Scripted,Canceled,en,Comedy,US,1,6,23,10,4.1,2.37,2015-08-05
Marvel Lucha Libre Edition: El origen de la máscara,Scripted,Returning Series,es,Drama,"AR, MX",1,5,18,10,5.8,10.938,2023-01-18
The Deleted,Scripted,Ended,en,"Mystery, Crime, Drama",US,1,8,14,10,4.8,3.777,2016-12-04
The Great Seljuks,Scripted,Ended,tr,"Drama, Action & Adventure, War & Politics",TR,1,34,120,10,8.2,39.823,2020-09-28
MaveriX,Scripted,Returning Series,en,"Action & Adventure, Comedy, Family",AU,1,10,25,10,6.6,3.163,2022-04-01
Desert Punk,Scripted,Ended,ja,Animation,JP,1,24,25,10,6.7,6.52,2004-10-06
Vanished,Scripted,Canceled,en,Drama,US,1,13,43,10,6.1,8.086,2006-08-21
Matador,Scripted,Ended,en,"Action & Adventure, Crime",US,1,13,60,10,5.8,4.732,2014-07-15
Mental,Scripted,Canceled,en,"Mystery, Drama","CO, US",1,13,60,10,6.2,3.961,2009-05-26
The Late Late Show with Craig Kilborn,Talk Show,Ended,en,Talk,US,5,304,30,10,4.2,165.685,1999-03-30
Inside the Factory,Documentary,Returning Series,en,Documentary,GB,7,53,55,10,7.8,11.833,2015-05-05
F.C. De Kampioenen,Scripted,Ended,nl,Comedy,BE,21,273,33,10,7.0,5.945,1990-10-06
Holy Knight,Video,Ended,ja,"Action & Adventure, Drama, Animation, Sci-Fi & Fantasy",JP,1,2,30,10,5.05,1.933,2012-03-21
Captain Kangaroo,Scripted,Returning Series,en,"Family, Kids",US,38,11,60,10,6.4,1.898,1955-10-03
The Secret Agent,Miniseries,Ended,en,Drama,GB,1,3,57,10,5.25,6.072,2016-07-17
Mezzo DSA,Scripted,Ended,ja,"Animation, Mystery, Action & Adventure, Comedy",JP,1,13,25,10,6.5,4.876,2004-01-04
Michael Palin's New Europe,Miniseries,Ended,en,Documentary,GB,1,7,60,10,7.4,1.75,2007-09-16
Black Midnight,Scripted,Ended,el,"Comedy, Crime, Drama",GR,2,48,46,10,5.9,2.032,2008-01-07
Fire Chasers,Miniseries,Ended,en,Documentary,US,1,4,60,10,5.7,2.071,2017-09-08
The Kitchen. War for the hotel,Scripted,Ended,ru,Comedy,RU,2,34,24,10,7.9,4.611,2019-11-27
Lights Out with David Spade,Talk Show,Returning Series,en,"Talk, Comedy",US,1,107,23,10,5.9,269.221,2019-07-29
The FBI Files,Scripted,Ended,en,Documentary,US,7,121,60,10,7.4,8.359,1998-10-20
Confess,Miniseries,Ended,en,Drama,US,1,7,23,10,8.0,6.632,2017-04-04
Monkey,Scripted,Ended,ja,"Action & Adventure, Comedy, Sci-Fi & Fantasy",JP,2,52,45,10,8.4,8.345,1978-10-01
Waiting For The Sun,Scripted,Ended,tr,Drama,TR,1,54,120,10,8.0,28.902,2013-07-02
Pretty Little Liars,Scripted,Returning Series,id,Drama,ID,2,22,44,10,9.5,4.649,2020-04-22
Sparrow,Scripted,Ended,zh,"Action & Adventure, Drama, War & Politics",CN,1,69,45,10,5.6,6.015,2016-09-05
The Files of Young Kindaichi,Miniseries,Ended,ja,"Drama, Mystery",JP,1,10,60,10,5.9,11.423,2022-04-24
Stuart Little: The Animated Series,Scripted,Ended,en,"Animation, Family, Kids",US,1,13,30,10,5.0,10.459,2003-03-01
Homestead Rescue,Reality,Returning Series,en,Reality,US,10,71,60,10,6.5,4.79,2016-06-17
The Greed of Man,Scripted,Ended,cn,Drama,HK,2,80,60,10,7.9,11.55,1992-10-05
Fraggle Rock: Back to the Rock,Scripted,Returning Series,en,"Kids, Animation, Comedy","CA, US",1,14,25,10,8.2,7.993,2022-01-20
Wolf 2039,Miniseries,Returning Series,tr,"Action & Adventure, Sci-Fi & Fantasy",TR,1,6,45,10,7.6,22.455,2021-12-28
Stanley Tucci: Searching for Italy,Documentary,Canceled,en,"Reality, Documentary",US,2,14,45,10,7.9,2.7,2021-02-14
Filinta: An Ottoman Policeman,Scripted,Ended,tr,"Crime, Action & Adventure",TR,2,56,90,10,7.6,24.828,2014-12-23
100 Questions,Scripted,Ended,en,Comedy,US,1,6,30,10,4.9,2.205,2010-05-27
Holliston,Scripted,Returning Series,en,Comedy,US,2,20,30,10,6.0,2.653,2012-04-03
Néboa,Scripted,Ended,es,"Mystery, Crime, Drama",ES,1,8,58,10,5.6,3.458,2020-01-15
Dating Around,Reality,Returning Series,en,Reality,US,2,12,30,10,4.4,1.429,2019-02-14
Best in Test,Reality,Returning Series,sv,Comedy,SE,7,60,60,10,7.3,9.479,2017-03-10
Polar Bear Cafe,Scripted,Ended,ja,"Animation, Comedy",JP,1,102,12,10,7.5,7.07,2012-04-05
Pan Tau,Scripted,Ended,de,Family,DE,3,33,30,10,7.15,4.588,1970-12-13
The Least Expected Day: Inside the Movistar Team 2019,Documentary,Returning Series,es,Documentary,ES,4,20,30,10,6.5,3.576,2020-03-29
De Luizenmoeder,Scripted,Ended,nl,Comedy,NL,2,18,25,10,8.2,2.267,2018-01-14
Family Doctor,Scripted,Ended,es,"Comedy, Drama",ES,9,119,40,10,5.3,5.12,1995-09-15
Doğu,Scripted,Returning Series,tr,"Drama, Comedy",,2,16,30,10,7.6,1.246,2021-03-31
Milf Assault Mode,Video,Ended,ja,Animation,JP,1,2,25,10,8.6,0.0,2013-12-19
Alaska State Troopers,Reality,Canceled,en,Documentary,US,7,95,60,10,8.0,1.773,2009-10-14
Zombie House Flipping,Reality,Returning Series,en,Reality,US,5,79,43,10,6.7,17.78,2016-01-30
Million Pound Menu,Reality,Canceled,en,Reality,GB,2,12,60,10,5.8,3.081,2018-05-17
The Netflix Afterparty,Talk Show,Ended,en,"Comedy, Talk",,1,4,35,10,6.0,9.39,2021-01-02
Pinky Malinky,Scripted,Returning Series,en,"Animation, Kids, Comedy",,3,59,13,10,4.7,20.96,2019-01-01
Blackstar,Scripted,Ended,en,"Animation, Action & Adventure",US,1,13,30,10,6.2,2.585,1981-09-12
Ariza,Scripted,Ended,tr,Crime,TR,1,30,120,10,6.3,29.446,2020-09-13
Les Emmerdeurs,Scripted,Returning Series,fr,Comedy,FR,1,10,28,10,6.8,2.271,2018-09-19
Outrageous Fortune,Scripted,Ended,en,"Comedy, Drama",NZ,6,106,43,10,6.8,15.881,2005-07-12
The Sex Education Show,Scripted,Ended,en,Documentary,GB,5,23,60,10,5.3,20.795,2008-09-09
Pregau,Miniseries,Ended,de,"Drama, Crime","DE, AT",1,4,90,10,7.2,1.89,2016-09-26
Punk,Miniseries,Ended,en,Documentary,US,1,4,43,10,8.0,4.344,2019-03-11
Cannabis,Scripted,Ended,fr,"Drama, Crime",FR,1,6,52,10,5.8,9.149,2016-12-08
My School President,Scripted,Ended,th,Comedy,TH,1,12,55,10,8.8,8.901,2022-12-02
Endride,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",JP,1,24,24,10,6.6,6.729,2016-04-03
One Thousand and One Nights,Miniseries,Ended,en,"Sci-Fi & Fantasy, Action & Adventure",IT,1,2,194,10,7.7,8.773,2012-11-26
The Blues,Miniseries,Ended,en,"Documentary, Music",US,1,7,90,10,7.1,5.185,2003-09-28
Shurato,Scripted,Ended,ja,"Sci-Fi & Fantasy, Animation, Action & Adventure",JP,1,38,24,10,7.8,5.811,1989-04-06
Enchanté,Scripted,Ended,th,Comedy,TH,1,10,45,10,5.75,4.18,2022-01-28
Love Cells,Scripted,Ended,ko,Comedy,KR,2,23,10,10,5.7,3.137,2014-11-03
The Silent Valley,Scripted,Ended,ro,"Crime, Drama",RO,1,4,60,10,7.8,2.731,2016-10-23
All Round to Mrs. Brown's,Talk Show,Ended,en,"Comedy, Talk",GB,4,24,45,10,7.7,7.462,2017-03-25
The UnXplained,Documentary,Returning Series,en,Documentary,US,6,74,43,10,7.7,82.965,2019-07-19
Win Ben Stein's Money,Scripted,Ended,en,Comedy,US,7,17,30,10,6.5,24.317,1997-07-28
Made in Oslo,Scripted,Returning Series,no,Drama,NO,1,8,42,10,8.1,3.878,2022-04-24
Murder in Provence,Scripted,Returning Series,en,"Crime, Drama",GB,1,3,88,10,7.2,3.203,2022-03-01
Cities of the Underworld,Documentary,Ended,en,Documentary,US,4,48,43,10,8.2,2.444,2007-03-02
Ghostwriter,Scripted,Canceled,en,"Mystery, Kids, Sci-Fi & Fantasy","US, GB",4,89,26,10,6.6,10.255,1992-10-03
Expedition X,Reality,Returning Series,en,Reality,US,6,41,43,10,7.6,11.609,2020-02-12
Bill Burr Presents Immoral Compass,Scripted,Ended,en,Comedy,,1,10,7,10,7.1,3.438,2021-11-05
Harassment,Miniseries,Ended,pt,Drama,BR,1,10,39,10,8.2,1.626,2018-09-21
I Love That for You,Scripted,Canceled,en,Comedy,US,1,8,30,10,6.9,4.529,2022-05-01
Witch's Romance,Scripted,Ended,ko,"Comedy, Romance",KR,1,16,60,10,8.25,4.134,2014-04-14
Iss Pyaar Ko Kya Naam Doon?,Scripted,Ended,hi,"Drama, Family",IN,12,598,24,10,7.1,144.519,2011-06-06
Too Cute,Documentary,Ended,en,Documentary,US,6,65,60,10,7.7,4.151,2011-04-30
American Music Awards,Documentary,Returning Series,en,Talk,US,50,52,180,10,7.9,17.37,1974-02-19
The Big Comfy Couch,Scripted,Ended,en,"Kids, Family",CA,7,101,25,10,7.5,19.998,1992-03-02
La Sposa,Miniseries,Ended,it,"Drama, Documentary, Family",IT,1,3,100,10,8.4,3.94,2022-01-16
The Oath of Love,Scripted,Ended,zh,Drama,CN,1,32,45,10,6.0,12.343,2022-03-15
My Unorthodox Life,Reality,Returning Series,en,Reality,US,2,18,40,10,6.8,2.516,2021-07-14
Macross Zero,Video,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy, War & Politics",JP,1,5,30,10,8.5,5.197,2002-12-21
Under the Skin,Scripted,Returning Series,zh,"Drama, Mystery, Crime",CN,1,20,45,10,6.2,9.728,2022-03-06
Dear.M,Scripted,Ended,ko,Drama,"JP, US",1,12,60,10,7.8,8.831,2022-06-29
Autopsy: The Last Hours of...,Documentary,Returning Series,en,"Mystery, Documentary, Drama",US,9,79,42,10,7.8,15.938,2014-01-07
Secrets of the Zoo,Documentary,Returning Series,en,"Reality, Family",US,5,45,45,10,7.9,3.753,2018-07-29
The Tesla Files,Documentary,Ended,en,Documentary,US,1,5,41,10,6.3,1.963,2018-05-04
The Return of Superman,Reality,Returning Series,ko,Reality,KR,1,363,100,10,8.3,12.664,2013-11-03
Your Family or Mine,Scripted,Canceled,en,Comedy,US,1,10,30,10,7.0,2.297,2015-04-08
Cupid,Scripted,Canceled,en,Drama,US,1,7,60,10,5.8,4.481,2009-03-24
Secrets of Playboy,Documentary,Returning Series,en,Documentary,US,2,20,43,10,6.9,10.869,2022-01-24
Super Giant Robot Brothers!,Scripted,Returning Series,en,"Animation, Action & Adventure, Comedy",US,1,10,25,10,7.3,7.467,2022-08-04
Something to Hide,Scripted,Ended,fr,"Drama, Crime",FR,1,4,47,10,7.1,3.867,2020-10-05
Soldiers Sortie,Scripted,Ended,zh,Drama,CN,1,30,40,10,6.9,4.871,2006-12-24
The Big Leap,Scripted,Canceled,en,Drama,US,1,11,44,10,7.1,3.77,2021-09-20
Johnny Test,Scripted,Returning Series,en,"Animation, Comedy",US,2,40,14,10,7.2,18.459,2021-07-16
Xam'd: Lost Memories,Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",JP,1,26,24,10,6.4,12.859,2008-09-24
Steve Austin's Broken Skull Sessions,Talk Show,Returning Series,en,Talk,US,1,30,90,10,7.8,22.074,2019-11-24
Johnny vs Amber,Documentary,Ended,en,Documentary,US,1,2,48,10,3.9,3.307,2021-12-18
Mapleworth Murders,Scripted,Ended,en,"Comedy, Mystery",US,1,12,7,10,5.7,1.865,2020-08-10
Flipped,Scripted,Canceled,en,Comedy,US,1,11,8,10,6.1,4.041,2020-04-06
Kath & Kim,Scripted,Ended,en,Comedy,AU,4,32,30,10,6.8,10.959,2002-05-16
Watership Down,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy",CA,3,39,22,10,7.6,6.666,1999-09-28
Queers.,Miniseries,Ended,en,Drama,GB,1,8,20,10,6.45,2.302,2017-07-31
Degrassi High,Scripted,Ended,en,Drama,CA,2,28,30,10,8.3,6.096,1989-11-06
The Birthday Boys,Scripted,Canceled,en,Comedy,US,2,20,30,10,6.8,3.743,2013-10-18
To Kafe tis Charas,Scripted,Ended,el,"Drama, Comedy, Family",GR,5,131,45,10,6.2,4.34,2003-10-03
Crave,Scripted,Returning Series,en,Drama,US,7,65,60,10,6.5,0.0,2014-07-10
Macross Δ,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",JP,1,26,25,10,6.6,12.461,2016-04-03
Mouse: The Predator,Scripted,Ended,ko,"Drama, Mystery, Crime",KR,1,2,59,10,8.2,3.627,2021-03-03
Hyori's Bed and Breakfast,Reality,Ended,ko,Reality,KR,2,30,80,10,8.6,4.971,2017-06-25
Daydreamers,Scripted,Ended,tr,"Comedy, Drama, Family",TR,5,170,100,10,5.2,26.382,2007-05-31
Verdict,Scripted,Returning Series,pt,"Drama, Crime",BR,1,6,45,10,6.6,3.375,2022-04-15
Fortunes of War,Miniseries,Ended,en,Drama,GB,1,7,60,10,6.4,4.914,1987-10-11
Bloody Monday,Scripted,Ended,ja,"Drama, Mystery, Action & Adventure, Crime",JP,2,20,50,10,7.5,6.845,2008-10-11
Dear My Friends,Scripted,Ended,ko,"Comedy, Drama",KR,1,16,69,10,7.1,8.183,2016-05-13
The Armando Iannucci Shows,Scripted,Ended,en,Comedy,GB,1,8,24,10,8.1,2.677,2001-08-30
Watch the Sound with Mark Ronson,Miniseries,Ended,en,Documentary,US,1,6,35,10,7.6,4.503,2021-07-30
Thor & Loki: Blood Brothers,Miniseries,Ended,en,Animation,US,1,4,68,10,7.0,12.583,2011-03-28
Brown Nation,Scripted,Ended,en,Comedy,,1,10,20,10,5.9,3.173,2016-11-15
Selling The OC,Reality,Returning Series,en,Reality,US,2,16,40,10,6.7,7.211,2022-08-24
Too Close to Home,Scripted,Returning Series,en,Drama,US,2,16,46,10,7.1,5.707,2016-08-22
Don't Leave Me,Scripted,Returning Series,it,"Drama, Crime",IT,1,8,52,10,6.6,8.918,2022-01-10
El Cazador de la Bruja,Scripted,Ended,ja,"Animation, Drama, Mystery, Western, Action & Adventure, Comedy",JP,1,26,24,10,5.6,6.933,2007-04-02
Gaming Wall St,Miniseries,Ended,en,Documentary,US,1,2,58,10,5.7,1.783,2022-03-03
The Flip Wilson Show,Scripted,Ended,en,Comedy,US,4,96,30,10,5.2,173.216,1970-09-17
Bright-eyed Revenge,Scripted,Ended,fr,"Drama, Crime",FR,2,14,52,10,7.0,3.64,2016-09-08
Cyberwar,Documentary,Canceled,en,Documentary,US,2,24,24,10,7.5,2.94,2016-07-05
Henry Hugglemonster,Scripted,Ended,en,"Kids, Animation",US,2,49,22,10,7.0,5.624,2013-10-01
Crew 314,Scripted,Returning Series,ru,Comedy,RU,2,20,20,10,8.7,2.867,2021-12-07
"Mira, Royal Detective",Scripted,Returning Series,en,"Kids, Animation",US,3,104,24,10,5.9,107.813,2020-03-20
A Boy Named Flora A,Scripted,Ended,zh,Drama,TW,1,7,85,10,7.3,1.366,2017-05-26
When the Streetlights Go On,Scripted,Ended,en,Drama,US,1,10,8,10,7.2,1.855,2020-04-06
Save Me,Scripted,Canceled,en,Comedy,US,1,7,22,10,7.4,3.301,2013-05-23
SKAM NL,Scripted,Canceled,nl,Drama,NL,2,21,25,10,7.6,5.387,2018-09-16
Einsatzgruppen: The Nazi Death Squads,Miniseries,Ended,fr,Documentary,FR,1,4,45,10,7.3,2.147,2009-04-16
Scrapped Princess,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Drama, Sci-Fi & Fantasy",JP,1,24,23,10,5.8,6.412,2003-04-08
Very Bad Blagues,Scripted,Ended,fr,Comedy,FR,2,195,2,10,6.85,32.57,2011-03-21
Steppe,Scripted,Returning Series,tr,"Crime, Drama, Mystery",TR,2,18,55,10,6.8,4.652,2018-11-30
2 Dope Queens,Scripted,Ended,en,Comedy,US,2,8,60,10,5.5,4.639,2018-02-02
The Mr. Peabody & Sherman Show,Scripted,Returning Series,en,"Animation, Family, Comedy",US,4,52,23,10,6.6,14.227,2015-10-09
Kariera Nikodema Dyzmy,Scripted,Ended,pl,Comedy,PL,1,7,50,10,7.3,3.163,1980-04-06
Üç Kuruş,Scripted,Returning Series,tr,"Action & Adventure, Drama, Crime",TR,1,34,120,10,7.8,4.231,2021-11-01
Monica & Friends,Scripted,Returning Series,pt,"Animation, Comedy, Family, Kids",BR,11,282,7,10,7.5,14.857,1982-12-23
Real Madrid: Until the End,Miniseries,Ended,en,Documentary,US,1,3,55,10,7.8,10.264,2023-03-09
Pure Love Gang of Shonan,Video,Ended,ja,Animation,JP,1,5,52,10,6.8,2.277,1994-01-21
Hide and Seek,Scripted,Ended,ko,Drama,KR,1,48,30,10,6.0,5.624,2018-08-25
Space Rangers,Scripted,Ended,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,1,6,45,10,5.0,3.176,1993-01-27
To Be Hero,Scripted,Returning Series,zh,"Animation, Comedy, Action & Adventure","CN, JP",3,24,11,10,5.7,7.512,2016-10-05
Ruthless Aggression,Documentary,Returning Series,en,Documentary,US,2,10,50,10,7.5,3.231,2020-02-16
All Is Well,Scripted,Ended,zh,"Drama, Family",CN,1,46,45,10,9.0,5.72,2019-03-01
Ties That Bind,Scripted,Canceled,en,"Drama, Crime","CA, US",1,10,43,10,6.2,4.043,2015-08-12
The Wagner Method,Scripted,Returning Series,fr,Crime,FR,2,8,90,10,6.6,3.302,2020-01-17
Disappeared,Documentary,Returning Series,en,"Documentary, Drama",US,9,130,42,10,8.2,20.248,2010-01-11
Sparta,Scripted,Canceled,ru,"Drama, Mystery",RU,1,8,54,10,7.1,11.997,2018-07-09
The Summit,Miniseries,Ended,en,Drama,CA,1,2,180,10,5.85,4.827,2008-06-15
Jam & Jerusalem,Scripted,Ended,en,Comedy,GB,3,19,60,10,7.167,4.195,2006-11-24
Vetenskapens värld,Documentary,Returning Series,sv,"Documentary, News",SE,45,884,60,10,6.7,67.379,1971-09-26
ALL OUT!!,Scripted,Ended,ja,"Animation, Comedy",JP,1,25,24,10,6.2,8.889,2016-10-07
Dave Gorman's Modern Life is Goodish,Scripted,Ended,en,Comedy,GB,5,36,45,10,7.7,1.48,2013-09-17
Egypt,Documentary,Ended,en,"Documentary, Drama",GB,1,6,60,10,8.5,3.465,2005-10-30
Westside,Scripted,Ended,en,"Comedy, Drama, Crime",NZ,6,52,43,10,6.25,13.408,2015-05-31
There She Goes,Scripted,Returning Series,en,Drama,GB,2,10,30,10,8.4,4.795,2018-10-16
Why I Dress Up for Love,Scripted,Ended,ja,Drama,JP,1,10,47,10,6.111,9.133,2021-04-20
Ambulance,Documentary,Returning Series,en,Documentary,GB,11,77,60,10,8.8,13.22,2016-09-27
Уральские пельмени,Reality,Returning Series,ru,Comedy,RU,3,155,70,10,7.3,3.245,2003-01-01
The Adventures of Paddington Bear,Scripted,Returning Series,en,"Kids, Animation","CA, GB",3,117,8,10,6.4,47.181,1997-06-14
Attaway General,Scripted,Returning Series,en,Drama,US,4,47,9,10,5.8,8.302,2020-05-20
The Hunt for a Killer,Miniseries,Ended,sv,"Crime, Mystery",SE,1,6,45,10,6.9,1.832,2020-11-04
Wakaba Girl,Scripted,Ended,ja,Animation,JP,1,13,8,10,6.2,3.205,2015-07-03
Vampire Vixen,Video,Ended,ja,"Animation, Sci-Fi & Fantasy, Comedy",JP,1,2,22,10,6.4,0.0,2014-03-28
My-Otome,Scripted,Ended,ja,"Animation, Drama, Sci-Fi & Fantasy",JP,1,26,25,10,7.5,6.955,2005-10-06
The Shadow Team,Scripted,Returning Series,tr,"Drama, Action & Adventure, Crime",TR,3,79,120,10,7.6,35.6,2021-03-07
Laughing in the Wind,Scripted,Ended,zh,"Action & Adventure, Drama",CN,1,40,45,10,8.6,6.878,2001-03-25
Urara Meirocho,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,24,10,5.7,5.475,2017-01-06
Kakegurui Twin,Scripted,Ended,ja,"Drama, Mystery",JP,1,8,26,10,7.8,4.591,2021-03-26
The Hunt for Veerappan,Miniseries,Ended,en,"Documentary, Crime",IN,1,4,49,10,8.8,9.946,2023-08-04
My Absolute Boyfriend,Scripted,Ended,ko,Comedy,KR,1,40,30,10,5.7,9.464,2019-05-15
Dr. Psycho,Scripted,Ended,de,Comedy,DE,2,14,45,10,7.8,4.839,2007-03-26
Golden Years,Scripted,Ended,en,"Drama, Sci-Fi & Fantasy, Mystery",US,1,7,29,10,6.0,3.466,1991-07-16
The Future Is Wild,Miniseries,Ended,en,Animation,"CA, GB, US",1,13,325,10,7.2,2.176,2002-04-02
Bonekickers,Miniseries,Ended,en,Drama,GB,1,6,60,10,5.2,2.644,2008-07-08
19-2,Scripted,Ended,fr,"Crime, Drama, Action & Adventure",CA,3,30,42,10,8.7,2.267,2011-02-02
Shin Captain Tsubasa,Scripted,Ended,ja,Animation,,1,13,30,10,7.95,14.133,1989-07-01
"Glenn Martin, DDS",Scripted,Ended,en,"Animation, Comedy","CA, US",2,40,30,10,6.6,47.294,2009-08-17
The Hunt with John Walsh,Documentary,Returning Series,en,"Crime, Documentary, Reality",US,4,29,40,10,6.3,2.265,2014-07-13
72 Dangerous Animals: Australia,Documentary,Ended,en,Documentary,AU,1,12,45,10,6.3,3.212,2014-09-02
My Tiny Senpai,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,23,10,6.5,55.594,2023-07-02
Reign Supreme,Miniseries,Ended,fr,Drama,FR,1,6,52,10,6.7,3.794,2022-10-20
Five Bedrooms,Scripted,Returning Series,en,Drama,AU,4,32,44,10,7.7,4.889,2019-05-15
Ride,Scripted,Ended,en,"Family, Action & Adventure",CA,1,20,23,10,8.6,13.334,2016-09-05
54 Hours: The Gladbeck Hostage Crisis,Miniseries,Ended,de,"Drama, Crime",DE,1,2,90,10,7.8,3.918,2018-07-19
Le Secret d'Élise,Scripted,Ended,fr,"Sci-Fi & Fantasy, Drama, Mystery",FR,1,6,52,10,7.1,3.274,2016-02-08
Big Tree City,Scripted,Returning Series,en,"Action & Adventure, Comedy, Kids, Animation",US,1,30,11,10,8.5,16.796,2022-08-01
The Knight,Scripted,Ended,nl,"Drama, Crime",BE,4,47,50,10,7.8,2.976,2013-10-13
Once Upon a Bite,Documentary,Ended,zh,Documentary,CN,4,30,50,10,9.0,5.234,2018-10-28
Wuzzles,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Kids",US,1,13,30,10,6.0,2.607,1985-09-14
Second To Last Love,Scripted,Ended,ko,"Comedy, Drama",KR,1,20,60,10,7.8,4.085,2016-07-30
Teen Angel,Scripted,Canceled,en,"Sci-Fi & Fantasy, Comedy",US,1,17,21,10,5.1,9.887,1997-09-26
Khloé & Lamar,Reality,Ended,en,Reality,US,2,20,23,10,7.2,3.082,2011-04-10
Yu Zui,Scripted,Ended,zh,"Crime, Drama",CN,2,24,45,10,7.9,3.872,2016-05-23
Nightmare Next Door,Scripted,Ended,en,Mystery,US,9,77,60,10,7.5,1.801,2011-01-06
James May's Toy Stories,Scripted,Ended,en,Documentary,GB,1,6,60,10,7.9,1.467,2009-10-27
Mega Man,Scripted,Ended,en,Animation,"JP, US",2,27,22,10,7.1,3.99,1994-09-11
Aaron Stone,Scripted,Ended,en,"Action & Adventure, Comedy","CA, US",2,35,22,10,7.7,3.484,2009-02-13
How Earth Made Us,Miniseries,Ended,en,Documentary,GB,1,5,60,10,7.45,1.42,2010-01-19
The Beauty Inside,Scripted,Ended,tr,"Comedy, Drama",TR,1,26,120,10,8.2,29.303,2022-06-07
Snapped: Killer Couples,Documentary,Returning Series,en,"Crime, Documentary",US,17,170,43,10,7.8,6.468,2013-03-10
vDud,Talk Show,Returning Series,ru,Talk,RU,10,182,90,10,7.6,7.173,2017-02-07
